username,tweet_text_element
Parthh,"Swiggy Is Hiring For Remote Associate Software Development Engineer 

Batch: 2022, 2023
Base Salary : 20 LPA 

Know More: https://careers.swiggy.com/#/careers?src=careers&p=eyJwYWdlVHlwZSI6ImpkIiwiY3ZTb3VyY2UiOiJjYXJlZXJzIiwicmVxSWQiOjExNTUzLCJyZXF1ZXN0ZXIiOnsiaWQiOiIiLCJjb2RlIjoiIiwibmFtZSI6IiJ9LCJwYWdlIjoiY2FyZWVycyIsImJ1ZmlsdGVyIjotMSwiY3VzdG9tRmllbGRzIjp7fX0%3D…"
Ankit Pandey,"Encasa  Homes Square Floor Cushions 40 x 40 x 8 cm - Azul Blue

 M.R.P.: ₹1,200

Deal Price: ₹998

Linkhttps://tinyurl.com/ycx5jrm3?twclid=2-48xrr8bwvcem3sy88cpp49aj7"
Vikas SN,"#ICYMI: 
@ETtech
 top story of the day
@Prosus_Ventures
 may be tagged a promoter in 
@Swiggy
's $1 billion IPO

https://economictimes.indiatimes.com/tech/startups/prosus-may-have-promoter-tag-in-swiggys-1-billion-ipo/articleshow/107061905.cms…"
Nightlake Bhai,"𝐃𝐞𝐜𝐨𝐝𝐢𝐧𝐠 𝐒𝐞𝐞𝐝 𝐫𝐨𝐮𝐧𝐝 𝐨𝐟 𝐟𝐨𝐫𝐦𝐞𝐫 𝐒𝐰𝐢𝐠𝐠𝐲 𝐂𝐓𝐎 𝐃𝐚𝐥𝐞 𝐕𝐚𝐳’𝐬 𝐬𝐭𝐚𝐫𝐭𝐮𝐩

Swiggy’s ex-chief technology officer Dal Vaz announced the launch of his new startup Aaritya in Sep 2023

As per 
@TheKredible
, it raised $6.8 Mn from Accel and Elevation"
Everything Works,"Swiggy Is Hiring For Remote Associate Software Development Engineer 

Batch: 2022, 2023
Base Salary : 20 LPA 

Know More: https://careers.swiggy.com/#/careers?src=careers&p=eyJwYWdlVHlwZSI6ImpkIiwiY3ZTb3VyY2UiOiJjYXJlZXJzIiwicmVxSWQiOjExNTUzLCJyZXF1ZXN0ZXIiOnsiaWQiOiIiLCJjb2RlIjoiIiwibmFtZSI6IiJ9LCJwYWdlIjoiY2FyZWVycyIsImJ1ZmlsdGVyIjotMSwiY3VzdG9tRmllbGRzIjp7fX0%3D…"
Idiot,"𝐃𝐞𝐜𝐨𝐝𝐢𝐧𝐠 𝐒𝐞𝐞𝐝 𝐫𝐨𝐮𝐧𝐝 𝐨𝐟 𝐟𝐨𝐫𝐦𝐞𝐫 𝐒𝐰𝐢𝐠𝐠𝐲 𝐂𝐓𝐎 𝐃𝐚𝐥𝐞 𝐕𝐚𝐳’𝐬 𝐬𝐭𝐚𝐫𝐭𝐮𝐩

Swiggy’s ex-chief technology officer Dal Vaz announced the launch of his new startup Aaritya in Sep 2023

As per 
@TheKredible
, it raised $6.8 Mn from Accel and Elevation"
spicy alien,"Swiggy Is Hiring For Remote Associate Software Development Engineer 

Batch: 2022, 2023
Base Salary : 20 LPA 

Know More: https://careers.swiggy.com/#/careers?src=careers&p=eyJwYWdlVHlwZSI6ImpkIiwiY3ZTb3VyY2UiOiJjYXJlZXJzIiwicmVxSWQiOjExNTUzLCJyZXF1ZXN0ZXIiOnsiaWQiOiIiLCJjb2RlIjoiIiwibmFtZSI6IiJ9LCJwYWdlIjoiY2FyZWVycyIsImJ1ZmlsdGVyIjotMSwiY3VzdG9tRmllbGRzIjp7fX0%3D…"
Dr Sagar Garg,That's why I always Swiggy
S.,"𝐃𝐞𝐜𝐨𝐝𝐢𝐧𝐠 𝐒𝐞𝐞𝐝 𝐫𝐨𝐮𝐧𝐝 𝐨𝐟 𝐟𝐨𝐫𝐦𝐞𝐫 𝐒𝐰𝐢𝐠𝐠𝐲 𝐂𝐓𝐎 𝐃𝐚𝐥𝐞 𝐕𝐚𝐳’𝐬 𝐬𝐭𝐚𝐫𝐭𝐮𝐩

Swiggy’s ex-chief technology officer Dal Vaz announced the launch of his new startup Aaritya in Sep 2023

As per 
@TheKredible
, it raised $6.8 Mn from Accel and Elevation"
mysmartprice,"My aunt is a fiend for offers and is on a single handed mission to bankrupt zepto/blinkit/swiggy

I bought shampoo today & she’s feeling so bad that I didn’t consult her first 

Low wallet spend but huge emotional cost to this purchase"
Vivek Singh,"𝐃𝐞𝐜𝐨𝐝𝐢𝐧𝐠 𝐒𝐞𝐞𝐝 𝐫𝐨𝐮𝐧𝐝 𝐨𝐟 𝐟𝐨𝐫𝐦𝐞𝐫 𝐒𝐰𝐢𝐠𝐠𝐲 𝐂𝐓𝐎 𝐃𝐚𝐥𝐞 𝐕𝐚𝐳’𝐬 𝐬𝐭𝐚𝐫𝐭𝐮𝐩

Swiggy’s ex-chief technology officer Dal Vaz announced the launch of his new startup Aaritya in Sep 2023

As per 
@TheKredible
, it raised $6.8 Mn from Accel and Elevation"
HennurBlr,"So i have ordered late night meal from swiggy today,to my surprise one meal along with the add on was missing.I imm informed 
@Swiggy
 @SwiggyCares
 but they denied for help.I told them that i dont want the order like this as the bag was tore.Shame! 
@jagograhakjago
 @ConsumerReports"
Idiot,That's why I always Swiggy
Manivannan P,"Encasa  Homes Square Floor Cushions 40 x 40 x 8 cm - Azul Blue

 M.R.P.: ₹1,200

Deal Price: ₹998

Linkhttps://tinyurl.com/ycx5jrm3?twclid=2-48xrr8bwvcem3sy88cpp49aj7"
Kiran Verma,"𝐃𝐞𝐜𝐨𝐝𝐢𝐧𝐠 𝐒𝐞𝐞𝐝 𝐫𝐨𝐮𝐧𝐝 𝐨𝐟 𝐟𝐨𝐫𝐦𝐞𝐫 𝐒𝐰𝐢𝐠𝐠𝐲 𝐂𝐓𝐎 𝐃𝐚𝐥𝐞 𝐕𝐚𝐳’𝐬 𝐬𝐭𝐚𝐫𝐭𝐮𝐩

Swiggy’s ex-chief technology officer Dal Vaz announced the launch of his new startup Aaritya in Sep 2023

As per 
@TheKredible
, it raised $6.8 Mn from Accel and Elevation"
Abhishek Yadav,"So i have ordered late night meal from swiggy today,to my surprise one meal along with the add on was missing.I imm informed 
@Swiggy
 @SwiggyCares
 but they denied for help.I told them that i dont want the order like this as the bag was tore.Shame! 
@jagograhakjago
 @ConsumerReports"
S.,That's why I always Swiggy
Wes Schwalje,"So i have ordered late night meal from swiggy today,to my surprise one meal along with the add on was missing.I imm informed 
@Swiggy
 @SwiggyCares
 but they denied for help.I told them that i dont want the order like this as the bag was tore.Shame! 
@jagograhakjago
 @ConsumerReports"
Urban Online Offers,"Encasa  Homes Square Floor Cushions 40 x 40 x 8 cm - Azul Blue

 M.R.P.: ₹1,200

Deal Price: ₹998

Linkhttps://tinyurl.com/ycx5jrm3?twclid=2-48xrr8bwvcem3sy88cpp49aj7"
