username,tweet_text_element
Jane,"@GST_Council
 @RBI
 @Swiggy
 @nsitharaman
  swiggy is denying to give complete invoice as charged. Please find proof.
Fraud by swiggy."
swathi,"@Swiggy
 love u guys for notifications"
Anushka Jain,"Swiggy used to be a playground for innovation. Now, it’s a graveyard.

The foodtech giant always prized itself on building from scratch—a culture of innovation that delivered it big wins and made it a unicorn.

But in the pursuit of profits, innovation has now taken a backseat."
deb chakraborty,"Food delivery companies like 
@Swiggy
 take platform fee, packaging fee , surge fee and what not. And they don’t even do the basic things like checking veg/nonveg, proper packaging, plastic packaging etc. 
@Swiggy
 please train your partners using the fees you take from us."
Bawarchi Restaurant,"Food delivery companies like 
@Swiggy
 take platform fee, packaging fee , surge fee and what not. And they don’t even do the basic things like checking veg/nonveg, proper packaging, plastic packaging etc. 
@Swiggy
 please train your partners using the fees you take from us."
Mayank Lakhera,"@Swiggy
 love u guys for notifications"
Espresso Drive,"Worst service 
@Swiggy
 i have ordered three item one is spilled and wasted as everything down in box another item is an incorrect order. But no to help from customer service. 
@zomato
 is a saviour they have very good customer care service 
@rohitisb
 please learn from 
@deepigoyal"
ShivPrasad Bhat,"When the DNA of average Thamizhan undergoes like a tectonic shift from likes of 
@sumanthraman
, 
@VamsiChandran
 or Swiggy Savam who might not be born kothadimais, but born with corrupted boot sector- Thamizhagam will see a growth explosion never seen b4. WILL happen in 10-15 yrs..1"
Premium,Subscribe to Premium+ to go ad-free in For You.
Swiggy Genie,Subscribe to Premium+ to go ad-free in For You.
Bunny ™,"My satirical comment on your opinion that we take blame & solve all the problems  we have paid other people to do (Swiggy Delivery)

You respond with

-Casteist (Savarna Jibe)
-Incel
-Defaming my Alma Mater
-Rape accusations without evidence or court order

Who is the Troll?"
NIMS University,"Zomato and Swiggy 

Neither started as a food delivery business. Zomato was a restaurant aggregator and Swiggy was a logistics company. 

Businesses evolve.. there is no one truth in business 
@harshamjty
 founder of 
@Swiggy
….we are in the convenience business."
Jane,"Zomato and Swiggy 

Neither started as a food delivery business. Zomato was a restaurant aggregator and Swiggy was a logistics company. 

Businesses evolve.. there is no one truth in business 
@harshamjty
 founder of 
@Swiggy
….we are in the convenience business."
Prasad Shetty,"@PIBConsumerFood
 @order
 veg food from swiggy and got non veg and when report they reply will response by mail in 6 hrs"
Prateek Sharma,"@PIBConsumerFood
 @order
 veg food from swiggy and got non veg and when report they reply will response by mail in 6 hrs"
SirSwiggy,"When the DNA of average Thamizhan undergoes like a tectonic shift from likes of 
@sumanthraman
, 
@VamsiChandran
 or Swiggy Savam who might not be born kothadimais, but born with corrupted boot sector- Thamizhagam will see a growth explosion never seen b4. WILL happen in 10-15 yrs..1"
Espresso Drive,Subscribe to Premium+ to go ad-free in For You.
