username,tweet_text_element
054 NIKHIL,"Ordered food on Swiggy, and my delivery guy seems to be coming up with a full-on convoy! "
Shreyas S,I can't believe that there are such horrible human beings out there. This is why I keep saying money and formal education do not make good human beings at all. I wish swiggy/Zomato would take stringent actions against such abusers.But I know it's only wishful thinking. :(
MadRush,"Live on #XRP 

Shop at 2500+ different brands available in 185+ countries 

Pay with #XRP or 200+ other coins 

Instant Delivery 
No Signup 
Private & Secure "
Kumaragurubaran Chandran,"Live on #XRP 

Shop at 2500+ different brands available in 185+ countries 

Pay with #XRP or 200+ other coins 

Instant Delivery 
No Signup 
Private & Secure "
Gaurab,"#Horrifying 
@Swiggy
 @SwiggyCares
  i order this  5 34 am till now not deliverd i want to take double money and arrange me food freee i am waiting too much depond on swiggy but shame on swiggy"
Ishan Gupta,"Ordered food on Swiggy, and my delivery guy seems to be coming up with a full-on convoy! "
NirajFA,"Ordered food on Swiggy, and my delivery guy seems to be coming up with a full-on convoy! "
Premium,"Jio Republic Day 2024 recharge plan:
- 2.5GB of daily 4G data
- 100 SMS per day
- Unlimited calling
- Validity of 365 days
- Swiggy and Ajio coupons
- Discounts on flights via Ixigo
- 10% off on select products in Reliance Digital
- 2 Swiggy coupons worth ₹125 that will be…"
Middle Bencher,"#Horrifying 
@Swiggy
 @SwiggyCares
  i order this  5 34 am till now not deliverd i want to take double money and arrange me food freee i am waiting too much depond on swiggy but shame on swiggy"
Shreyas S,"Live on #XRP 

Shop at 2500+ different brands available in 185+ countries 

Pay with #XRP or 200+ other coins 

Instant Delivery 
No Signup 
Private & Secure "
Abbishekh Raaja,I can't believe that there are such horrible human beings out there. This is why I keep saying money and formal education do not make good human beings at all. I wish swiggy/Zomato would take stringent actions against such abusers.But I know it's only wishful thinking. :(
peeleraja,"#Horrifying 
@Swiggy
 @SwiggyCares
  i order this  5 34 am till now not deliverd i want to take double money and arrange me food freee i am waiting too much depond on swiggy but shame on swiggy"
Premium,"Such a pathetic service by 
@Swiggy
 Total goof up on a special day where they missed writing the message on the cake & have the audacity to not change the order. Won't recommend anyone to order cakes from 
@SwiggyCares
 & ruin their spl day. #delivery #swiggy #fraud #birthday"
aaditya,"Suggest better app then Swiggy instamart for home essentials,
Today twice my money deducted , this is happening frequently.
@Swiggy
 has policy if money is deducted via UPI it reverted back in 2 hrs in case order not placed. If don’t they don’t follow they rule why we would we."
Invest Karnataka,"Such a pathetic service by 
@Swiggy
 Total goof up on a special day where they missed writing the message on the cake & have the audacity to not change the order. Won't recommend anyone to order cakes from 
@SwiggyCares
 & ruin their spl day. #delivery #swiggy #fraud #birthday"
Rohit Kumar,"#Horrifying 
@Swiggy
 @SwiggyCares
  i order this  5 34 am till now not deliverd i want to take double money and arrange me food freee i am waiting too much depond on swiggy but shame on swiggy"
Sanjay,"Live on #XRP 

Shop at 2500+ different brands available in 185+ countries 

Pay with #XRP or 200+ other coins 

Instant Delivery 
No Signup 
Private & Secure "
Swiggy Genie,"Ordered food on Swiggy, and my delivery guy seems to be coming up with a full-on convoy! "
