username,tweet_text_element
Lucky Arora,"Plum cake cookie. And a bunch of other stuff. Order it from Made in Oven, HSR Layout via Swiggy or Zomato.

The cookie was warm, just out of the oven. Soft, juicy, thick and warm. Sigh. Cookie heaven. Do yourself a favor and order this."
Himanshu,"This is the fastest home delivery i have ever got in my life
@SwiggyInstamart
 @Swiggy
 "
Oshio,"@Swiggy
 what the hell is this.
@Belphegor_04
 @KaroorSingh
 @AsliKhuda
 @KingArt241"
Varun Ganjoo,"This is the fastest home delivery i have ever got in my life
@SwiggyInstamart
 @Swiggy
 "
Siddharth Maurya,"Chief Minister 
@revanth_anumula
 handover Rs 2 lakh  financial assistance from CM Relief Fund to the  bereaved family of Swiggy delivery boy who died accidentally while performing his duties
@Swiggy
 
Telangana #Gigworkers"
Naveen Nachappa,"@Swiggy
 what the hell is this.
@Belphegor_04
 @KaroorSingh
 @AsliKhuda
 @KingArt241"
Deepika Pasham,"Chief Minister 
@revanth_anumula
 handover Rs 2 lakh  financial assistance from CM Relief Fund to the  bereaved family of Swiggy delivery boy who died accidentally while performing his duties
@Swiggy
 
Telangana #Gigworkers"
Tathagat Khandelwal,"@Swiggy
 what the hell is this.
@Belphegor_04
 @KaroorSingh
 @AsliKhuda
 @KingArt241"
Asma,"Deeply saddened by the loss of the Swiggy delivery boy who died while on duty. 

In providing ₹2 lakhs from the CM's Relief Fund, Chief Minister Shri 
@revanth_anumula
 ensured the family received much-needed support. 

Honoured to be part of this compassionate gesture. Our…"
Kabilan Indirajithu,"This is the fastest home delivery i have ever got in my life
@SwiggyInstamart
 @Swiggy
 "
MYSTERIOUS GIRL,"This is how 
@SwiggyCares
 cares wow being a one lite customer their chat representative cancels my order just because I was skeptical with her resolution, and 
@Swiggy
 is charging me the cancellation of it why should I pay when I did not approve of the cancellation? 
@consumerforum_"
Kush Mittal,"This is the fastest home delivery i have ever got in my life
@SwiggyInstamart
 @Swiggy
 "
Abhishek kumar Lal,"Plum cake cookie. And a bunch of other stuff. Order it from Made in Oven, HSR Layout via Swiggy or Zomato.

The cookie was warm, just out of the oven. Soft, juicy, thick and warm. Sigh. Cookie heaven. Do yourself a favor and order this."
Captains Grandson,"This is how 
@SwiggyCares
 cares wow being a one lite customer their chat representative cancels my order just because I was skeptical with her resolution, and 
@Swiggy
 is charging me the cancellation of it why should I pay when I did not approve of the cancellation? 
@consumerforum_"
Jaipal Jadeja,"This is the fastest home delivery i have ever got in my life
@SwiggyInstamart
 @Swiggy
 "
Varun Ganjoo,"Chief Minister 
@revanth_anumula
 handover Rs 2 lakh  financial assistance from CM Relief Fund to the  bereaved family of Swiggy delivery boy who died accidentally while performing his duties
@Swiggy
 
Telangana #Gigworkers"
Partha Mandal,"This is the fastest home delivery i have ever got in my life
@SwiggyInstamart
 @Swiggy
 "
Jillu | 𑆘𑆴𑆬𑆬𑆶,"Plum cake cookie. And a bunch of other stuff. Order it from Made in Oven, HSR Layout via Swiggy or Zomato.

The cookie was warm, just out of the oven. Soft, juicy, thick and warm. Sigh. Cookie heaven. Do yourself a favor and order this."
Gaurang Mestry,"This is how 
@SwiggyCares
 cares wow being a one lite customer their chat representative cancels my order just because I was skeptical with her resolution, and 
@Swiggy
 is charging me the cancellation of it why should I pay when I did not approve of the cancellation? 
@consumerforum_"
Digvijay Singh Rathore,"@Swiggy
 what the hell is this.
@Belphegor_04
 @KaroorSingh
 @AsliKhuda
 @KingArt241"
Lucky Arora,"This is how 
@SwiggyCares
 cares wow being a one lite customer their chat representative cancels my order just because I was skeptical with her resolution, and 
@Swiggy
 is charging me the cancellation of it why should I pay when I did not approve of the cancellation? 
@consumerforum_"
