username,tweet_text_element
The Ken,Not swiggy giving me a heart attack at midnight 
howl's rant page,Not swiggy giving me a heart attack at midnight 
ImtiyaxRK,"Xiaomi 14 on Swiggy! 
@XiaomiIndia
 x 
@Swiggy
 - This is the Collab we want! And not to mention, the delivery was super quick just like #Xiaomi14 performance 

First sale starts: 11 Mar 2024

#Xiaomi14Series 
@MiFcTvm
 @Nisar_1987
 @sandeep9sarma
 @gautmeluv
 #MiFcTVM"
Swiggy,"Xiaomi 14 on Swiggy! 
@XiaomiIndia
 x 
@Swiggy
 - This is the Collab we want! And not to mention, the delivery was super quick just like #Xiaomi14 performance 

First sale starts: 11 Mar 2024

#Xiaomi14Series 
@MiFcTvm
 @Nisar_1987
 @sandeep9sarma
 @gautmeluv
 #MiFcTVM"
Bharat,"YEAH SWIG
<3.22.24>"
Hari Sankar.G,"Xiaomi 14 on Swiggy! 
@XiaomiIndia
 x 
@Swiggy
 - This is the Collab we want! And not to mention, the delivery was super quick just like #Xiaomi14 performance 

First sale starts: 11 Mar 2024

#Xiaomi14Series 
@MiFcTvm
 @Nisar_1987
 @sandeep9sarma
 @gautmeluv
 #MiFcTVM"
Rahul Raj,"YEAH SWIG
<3.22.24>"
Bharat,"Xiaomi 14 on Swiggy! 
@XiaomiIndia
 x 
@Swiggy
 - This is the Collab we want! And not to mention, the delivery was super quick just like #Xiaomi14 performance 

First sale starts: 11 Mar 2024

#Xiaomi14Series 
@MiFcTvm
 @Nisar_1987
 @sandeep9sarma
 @gautmeluv
 #MiFcTVM"
Dilip K. Pandey - दिलीप पाण्डेय,"YEAH SWIG
<3.22.24>"
Rahul Raj,"Xiaomi 14 on Swiggy! 
@XiaomiIndia
 x 
@Swiggy
 - This is the Collab we want! And not to mention, the delivery was super quick just like #Xiaomi14 performance 

First sale starts: 11 Mar 2024

#Xiaomi14Series 
@MiFcTvm
 @Nisar_1987
 @sandeep9sarma
 @gautmeluv
 #MiFcTVM"
ImtiyaxRK,"YEAH SWIG
<3.22.24>"
Dilip K. Pandey - दिलीप पाण्डेय,"Xiaomi 14 on Swiggy! 
@XiaomiIndia
 x 
@Swiggy
 - This is the Collab we want! And not to mention, the delivery was super quick just like #Xiaomi14 performance 

First sale starts: 11 Mar 2024

#Xiaomi14Series 
@MiFcTvm
 @Nisar_1987
 @sandeep9sarma
 @gautmeluv
 #MiFcTVM"
Past Factory,Not swiggy giving me a heart attack at midnight 
Swiggy,"YEAH SWIG
<3.22.24>"
