username,tweet_text_element
Amazing Deals 360°,"Munch, Watch, Repeat! 
It's Momo Monday at MovieMax. 
Visit MovieMax for delicious munchies and latest movies Or Swiggy it!
.
.
.
#MovieMaxOfficial #MomoMonday #MomoLover #MomosChutney #Momos #MomoTime #MovieMaxFood #MovieMaxMagic #FoodieAdventures #MomoMania"
Shashank Rustagi,"any swiggy pet right now

approach me"
ROYONCÉ xᴮ is HEATED,"With my very limited law knowledge, wouldn't some large law firm be interested in turning this into a class action lawsuit? Maybe not for Swiggy with 140 peeps but any other company that layoff-ed more?"
Aman Here,"I get scared to enter even my own street on a Bike during Night time due to the fear of stray dogs.

I wonder how these Delivery guys manage to deliver in midnight, that too in remotest of the areas!

Huge respect to all #swiggy #zomato #zepto delivery guys. "
SpuddyKat,"Swiggy Instamart : Create Cart Worth ₹149 or More & Get Free Energy Drink & Free 1kg Sugar. 

*Delhi Available Check Your Location"
NEO,"I get scared to enter even my own street on a Bike during Night time due to the fear of stray dogs.

I wonder how these Delivery guys manage to deliver in midnight, that too in remotest of the areas!

Huge respect to all #swiggy #zomato #zepto delivery guys. "
Dibyanshu,Zomato and swiggy cringey notifications
Meher,Zomato and swiggy cringey notifications
Arnav,"I get scared to enter even my own street on a Bike during Night time due to the fear of stray dogs.

I wonder how these Delivery guys manage to deliver in midnight, that too in remotest of the areas!

Huge respect to all #swiggy #zomato #zepto delivery guys. "
Aman Here,"Swiggy Instamart : Create Cart Worth ₹149 or More & Get Free Energy Drink & Free 1kg Sugar. 

*Delhi Available Check Your Location"
The Mad Bros,"Swiggy Instamart : Create Cart Worth ₹149 or More & Get Free Energy Drink & Free 1kg Sugar. 

*Delhi Available Check Your Location"
Priyam Narula,"Swiggy Instamart : Create Cart Worth ₹149 or More & Get Free Energy Drink & Free 1kg Sugar. 

*Delhi Available Check Your Location"
dhars-N,"Munch, Watch, Repeat! 
It's Momo Monday at MovieMax. 
Visit MovieMax for delicious munchies and latest movies Or Swiggy it!
.
.
.
#MovieMaxOfficial #MomoMonday #MomoLover #MomosChutney #Momos #MomoTime #MovieMaxFood #MovieMaxMagic #FoodieAdventures #MomoMania"
Cover drive,"any swiggy pet right now

approach me"
Atulya Kaushik,Zomato and swiggy cringey notifications
Arnav,"Swiggy Instamart : Create Cart Worth ₹149 or More & Get Free Energy Drink & Free 1kg Sugar. 

*Delhi Available Check Your Location"
Indian Mistress Ishita,"any swiggy pet right now

approach me"
عادل,"This is very good news! ONDC can really put pressure on Ola, Uber, Swiggy, Zomato, etc. I hope 
@nammayatri
 is successful in #Chennai. Everybody wins!"
Prishhh,"This is very good news! ONDC can really put pressure on Ola, Uber, Swiggy, Zomato, etc. I hope 
@nammayatri
 is successful in #Chennai. Everybody wins!"
Master of None,"With my very limited law knowledge, wouldn't some large law firm be interested in turning this into a class action lawsuit? Maybe not for Swiggy with 140 peeps but any other company that layoff-ed more?"
Emma,"With my very limited law knowledge, wouldn't some large law firm be interested in turning this into a class action lawsuit? Maybe not for Swiggy with 140 peeps but any other company that layoff-ed more?"
Dibyanshu,Is it just me or do restaurant running ads on swiggy automatically get excluded from the consideration set while ordering?
公益社団法人 能楽協会,"Massive layoffs at Swiggy. Engineering heavily impacted. My previous team is pretty much gone. If we have worked together in the past, feel free to reach out to me."
Prudhvi Raj ᴼᴳ,"any swiggy pet right now

approach me"
a.,"any swiggy pet right now

approach me"
Meher,Is it just me or do restaurant running ads on swiggy automatically get excluded from the consideration set while ordering?
Striver,"This is very good news! ONDC can really put pressure on Ola, Uber, Swiggy, Zomato, etc. I hope 
@nammayatri
 is successful in #Chennai. Everybody wins!"
Shani Singh,Zomato and swiggy cringey notifications
Atulya Kaushik,Is it just me or do restaurant running ads on swiggy automatically get excluded from the consideration set while ordering?
Rajesh Kumar,"I get scared to enter even my own street on a Bike during Night time due to the fear of stray dogs.

I wonder how these Delivery guys manage to deliver in midnight, that too in remotest of the areas!

Huge respect to all #swiggy #zomato #zepto delivery guys. "
WhoIsShruti,"any swiggy pet right now

approach me"
Rajesh Kumar,"Swiggy Instamart : Create Cart Worth ₹149 or More & Get Free Energy Drink & Free 1kg Sugar. 

*Delhi Available Check Your Location"
Amazing Deals 360°,"any swiggy pet right now

approach me"
Kr$na Bhai,"This is very good news! ONDC can really put pressure on Ola, Uber, Swiggy, Zomato, etc. I hope 
@nammayatri
 is successful in #Chennai. Everybody wins!"
Asif,"Massive layoffs at Swiggy. Engineering heavily impacted. My previous team is pretty much gone. If we have worked together in the past, feel free to reach out to me."
arnav,Is it just me or do restaurant running ads on swiggy automatically get excluded from the consideration set while ordering?
Shani Singh,Is it just me or do restaurant running ads on swiggy automatically get excluded from the consideration set while ordering?
Rishabh Gupta,"With my very limited law knowledge, wouldn't some large law firm be interested in turning this into a class action lawsuit? Maybe not for Swiggy with 140 peeps but any other company that layoff-ed more?"
dhars-N,"any swiggy pet right now

approach me"
MovieMax Cinemas,"Munch, Watch, Repeat! 
It's Momo Monday at MovieMax. 
Visit MovieMax for delicious munchies and latest movies Or Swiggy it!
.
.
.
#MovieMaxOfficial #MomoMonday #MomoLover #MomosChutney #Momos #MomoTime #MovieMaxFood #MovieMaxMagic #FoodieAdventures #MomoMania"
Swiggy,"I get scared to enter even my own street on a Bike during Night time due to the fear of stray dogs.

I wonder how these Delivery guys manage to deliver in midnight, that too in remotest of the areas!

Huge respect to all #swiggy #zomato #zepto delivery guys. "
Sarthak Sinha,"With my very limited law knowledge, wouldn't some large law firm be interested in turning this into a class action lawsuit? Maybe not for Swiggy with 140 peeps but any other company that layoff-ed more?"
Mehak Sharma,"Massive layoffs at Swiggy. Engineering heavily impacted. My previous team is pretty much gone. If we have worked together in the past, feel free to reach out to me."
NebulaWorld,"Munch, Watch, Repeat! 
It's Momo Monday at MovieMax. 
Visit MovieMax for delicious munchies and latest movies Or Swiggy it!
.
.
.
#MovieMaxOfficial #MomoMonday #MomoLover #MomosChutney #Momos #MomoTime #MovieMaxFood #MovieMaxMagic #FoodieAdventures #MomoMania"
Swiggy,"Swiggy Instamart : Create Cart Worth ₹149 or More & Get Free Energy Drink & Free 1kg Sugar. 

*Delhi Available Check Your Location"
Atharv,Is it just me or do restaurant running ads on swiggy automatically get excluded from the consideration set while ordering?
doola,"any swiggy pet right now

approach me"
Vini,"any swiggy pet right now

approach me"
Hrishikesh,Zomato and swiggy cringey notifications
purple hashish,Zomato and swiggy cringey notifications
Prashant Kunnath,"This is very good news! ONDC can really put pressure on Ola, Uber, Swiggy, Zomato, etc. I hope 
@nammayatri
 is successful in #Chennai. Everybody wins!"
Shashank Rustagi,"Munch, Watch, Repeat! 
It's Momo Monday at MovieMax. 
Visit MovieMax for delicious munchies and latest movies Or Swiggy it!
.
.
.
#MovieMaxOfficial #MomoMonday #MomoLover #MomosChutney #Momos #MomoTime #MovieMaxFood #MovieMaxMagic #FoodieAdventures #MomoMania"
Bhawana Soni,"This is very good news! ONDC can really put pressure on Ola, Uber, Swiggy, Zomato, etc. I hope 
@nammayatri
 is successful in #Chennai. Everybody wins!"
Whine-Yard,"This is very good news! ONDC can really put pressure on Ola, Uber, Swiggy, Zomato, etc. I hope 
@nammayatri
 is successful in #Chennai. Everybody wins!"
Swiggy Genie,"Massive layoffs at Swiggy. Engineering heavily impacted. My previous team is pretty much gone. If we have worked together in the past, feel free to reach out to me."
Abhinav Kukreja,Zomato and swiggy cringey notifications
Nikhil | നിഖിൽ | निखिल | ನಿಖಿಲ್,"any swiggy pet right now

approach me"
purple hashish,Is it just me or do restaurant running ads on swiggy automatically get excluded from the consideration set while ordering?
