username,tweet_text_element
Vimanyu Chaturvedi,"My yearly subscription list...
Discord
Netflix
Aha
Disney hotstar
Prime video
Zee5 
Sonyliv
Sun Nxt
Facebook
Instagram/threads
X/Twitter
YouTube
Google one 100gb
Telegram
Truecaller
Zomato"
Abhinandan,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
Suchitra Mukherjee,"#swiggytheif 
@Swiggy
 @SwiggyCares
 @hydcitypolice
  the below order was stolen by swiggy executive no proper response from swiggy when went to hotel this is happening from morning it seems what is happening swiggy? 
@KTRoffice"
Learnk8s,"In this article, you'll learn how Swiggy's adoption of AWS Graviton for their worker nodes has significantly reduced costs and improved availability

They decreased infrastructure costs by around 30% and saw a 15% increase in pod performance

➤ https://bytes.swiggy.com/how-swiggy-migrated-its-k8s-workload-to-graviton-d2643bbc7871…"
Vimanyu Chaturvedi,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
nik,"#swiggytheif 
@Swiggy
 @SwiggyCares
 @hydcitypolice
  the below order was stolen by swiggy executive no proper response from swiggy when went to hotel this is happening from morning it seems what is happening swiggy? 
@KTRoffice"
Samrat Dutta,"#swiggytheif 
@Swiggy
 @SwiggyCares
 @hydcitypolice
  the below order was stolen by swiggy executive no proper response from swiggy when went to hotel this is happening from morning it seems what is happening swiggy? 
@KTRoffice"
Syed Ansar Ali,"#swiggytheif 
@Swiggy
 @SwiggyCares
 @hydcitypolice
  the below order was stolen by swiggy executive no proper response from swiggy when went to hotel this is happening from morning it seems what is happening swiggy? 
@KTRoffice"
Dipanjan Pal ⌐🆇-🆇,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
adlsin,"My yearly subscription list...
Discord
Netflix
Aha
Disney hotstar
Prime video
Zee5 
Sonyliv
Sun Nxt
Facebook
Instagram/threads
X/Twitter
YouTube
Google one 100gb
Telegram
Truecaller
Zomato"
Doron,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
Arbaaz The Great,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
Rohit Gupta,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
Abhishek Kaushik,"Course it's Burger  BTW, I have saved around 6K with Swiggy One this year  Romba jasthi order panreno "
Eelam Musk,"#swiggytheif 
@Swiggy
 @SwiggyCares
 @hydcitypolice
  the below order was stolen by swiggy executive no proper response from swiggy when went to hotel this is happening from morning it seems what is happening swiggy? 
@KTRoffice"
Koushik,"In this article, you'll learn how Swiggy's adoption of AWS Graviton for their worker nodes has significantly reduced costs and improved availability

They decreased infrastructure costs by around 30% and saw a 15% increase in pod performance

➤ https://bytes.swiggy.com/how-swiggy-migrated-its-k8s-workload-to-graviton-d2643bbc7871…"
adlsin,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
Mum-Biker,"#swiggytheif 
@Swiggy
 @SwiggyCares
 @hydcitypolice
  the below order was stolen by swiggy executive no proper response from swiggy when went to hotel this is happening from morning it seems what is happening swiggy? 
@KTRoffice"
Shah Rukh Khan Universe Fan Club,"#TelanganaCM #RevanthReddy met Gig workers, Cab and Auto drivers and announces :

₹5 lakh accidental insurance

Free treatment up to ₹10 lakhs under Rajiv Arogyasri

₹2 lakh financial assistance to the family of Swiggy delivery boy who died after falling from bldng 4 mths ago."
AMathur,"My yearly subscription list...
Discord
Netflix
Aha
Disney hotstar
Prime video
Zee5 
Sonyliv
Sun Nxt
Facebook
Instagram/threads
X/Twitter
YouTube
Google one 100gb
Telegram
Truecaller
Zomato"
Jane,"My yearly subscription list...
Discord
Netflix
Aha
Disney hotstar
Prime video
Zee5 
Sonyliv
Sun Nxt
Facebook
Instagram/threads
X/Twitter
YouTube
Google one 100gb
Telegram
Truecaller
Zomato"
Ishqnhiaasan,"In this article, you'll learn how Swiggy's adoption of AWS Graviton for their worker nodes has significantly reduced costs and improved availability

They decreased infrastructure costs by around 30% and saw a 15% increase in pod performance

➤ https://bytes.swiggy.com/how-swiggy-migrated-its-k8s-workload-to-graviton-d2643bbc7871…"
AMathur,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
DrawMan Sparks,"My yearly subscription list...
Discord
Netflix
Aha
Disney hotstar
Prime video
Zee5 
Sonyliv
Sun Nxt
Facebook
Instagram/threads
X/Twitter
YouTube
Google one 100gb
Telegram
Truecaller
Zomato"
Doron,"My yearly subscription list...
Discord
Netflix
Aha
Disney hotstar
Prime video
Zee5 
Sonyliv
Sun Nxt
Facebook
Instagram/threads
X/Twitter
YouTube
Google one 100gb
Telegram
Truecaller
Zomato"
Santhosh Bhat,"#swiggytheif 
@Swiggy
 @SwiggyCares
 @hydcitypolice
  the below order was stolen by swiggy executive no proper response from swiggy when went to hotel this is happening from morning it seems what is happening swiggy? 
@KTRoffice"
Arbaaz The Great,"#TelanganaCM #RevanthReddy met Gig workers, Cab and Auto drivers and announces :

₹5 lakh accidental insurance

Free treatment up to ₹10 lakhs under Rajiv Arogyasri

₹2 lakh financial assistance to the family of Swiggy delivery boy who died after falling from bldng 4 mths ago."
Arbaaz The Great,How #Thanjavur Swiggy'd in 2023!
Jane,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
Balu Vysyaraju,"My yearly subscription list...
Discord
Netflix
Aha
Disney hotstar
Prime video
Zee5 
Sonyliv
Sun Nxt
Facebook
Instagram/threads
X/Twitter
YouTube
Google one 100gb
Telegram
Truecaller
Zomato"
MSK,"Course it's Burger  BTW, I have saved around 6K with Swiggy One this year  Romba jasthi order panreno "
DrawMan Sparks,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
Jolly,that smile is priceless thank you swiggy
vaishnavi,"#TelanganaCM #RevanthReddy met Gig workers, Cab and Auto drivers and announces :

₹5 lakh accidental insurance

Free treatment up to ₹10 lakhs under Rajiv Arogyasri

₹2 lakh financial assistance to the family of Swiggy delivery boy who died after falling from bldng 4 mths ago."
vaishnavi,How #Thanjavur Swiggy'd in 2023!
Balu Vysyaraju,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
Social Buzz,"#TelanganaCM #RevanthReddy met Gig workers, Cab and Auto drivers and announces :

₹5 lakh accidental insurance

Free treatment up to ₹10 lakhs under Rajiv Arogyasri

₹2 lakh financial assistance to the family of Swiggy delivery boy who died after falling from bldng 4 mths ago."
Thanjavur Food Tour,How #Thanjavur Swiggy'd in 2023!
Vaishnavi,"Okay 
@Swiggy
 
I like where it’s going"
The Live Time,"Course it's Burger  BTW, I have saved around 6K with Swiggy One this year  Romba jasthi order panreno "
Koushik,"#swiggytheif 
@Swiggy
 @SwiggyCares
 @hydcitypolice
  the below order was stolen by swiggy executive no proper response from swiggy when went to hotel this is happening from morning it seems what is happening swiggy? 
@KTRoffice"
Abhishek Kaushik,"Okay 
@Swiggy
 
I like where it’s going"
DealzTrendz,"#TelanganaCM #RevanthReddy met Gig workers, Cab and Auto drivers and announces :

₹5 lakh accidental insurance

Free treatment up to ₹10 lakhs under Rajiv Arogyasri

₹2 lakh financial assistance to the family of Swiggy delivery boy who died after falling from bldng 4 mths ago."
Ishqnhiaasan,"#swiggytheif 
@Swiggy
 @SwiggyCares
 @hydcitypolice
  the below order was stolen by swiggy executive no proper response from swiggy when went to hotel this is happening from morning it seems what is happening swiggy? 
@KTRoffice"
Suraj Balakrishnan,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
Sagorika,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
AR,"Damn they sent a medicine because they don't want your stomach to get upset 

Wtf 
@Swiggy
 seriously?"
Hitendra Khatri,"My yearly subscription list...
Discord
Netflix
Aha
Disney hotstar
Prime video
Zee5 
Sonyliv
Sun Nxt
Facebook
Instagram/threads
X/Twitter
YouTube
Google one 100gb
Telegram
Truecaller
Zomato"
Shirin Sharma,that smile is priceless thank you swiggy
