username,tweet_text_element
ₖₜ✦(｡◕‿◕✿)(ᓀ‸ᓂ)ɴᴄᴛ₁₂₇,"Samsung Galaxy S21 Ultra 128GB (pre owned)
Ugx 1,350,000/=
6 months Warranty
Free glass protector
Deliveries are possible 
0760244338/0742612548
Kisa Kya Maria Mall, William street 
Happy Shopping"
HF,"up ! wts lfb ph

samsung galaxy buds+ (BTS edition)

— ₱4000 NALANG BASTA PAYOO
— bought this for ₱9000+

rfs: ‘di na nagagamit

HELP RT PLS, random retweeter will receive ₱50 gcash if sold here on twitter"
Android Police,"@ 500,000/- Ugx

Samsung Galaxy Tab A 8.0"" (2019) - 32GB+2GB RAM - 5100mAh - 4G LTE

Call: 0752233356, we do delivery countrywide.

Key Specs;

Single SIM : Nano SIM
8.0"" TFT disp
32GB+2GB RAM
OS: Android 9.0
Rear Cam: 8MP
Front Cam: 2MP
Network: WiFi & 4G LTE
Battery: 5100mAh"
VIPVENDOR.NG,"Show me your favorite building in #Bangkok? 

The photo was captured with Samsung Galaxy S22 Ultra from the Trinity Complex"
gadget ome,"Show me your favorite building in #Bangkok? 

The photo was captured with Samsung Galaxy S22 Ultra from the Trinity Complex"
thare,"up ! wts lfb ph

samsung galaxy buds+ (BTS edition)

— ₱4000 NALANG BASTA PAYOO
— bought this for ₱9000+

rfs: ‘di na nagagamit

HELP RT PLS, random retweeter will receive ₱50 gcash if sold here on twitter"
Sherif Mousa,"@ 500,000/- Ugx

Samsung Galaxy Tab A 8.0"" (2019) - 32GB+2GB RAM - 5100mAh - 4G LTE

Call: 0752233356, we do delivery countrywide.

Key Specs;

Single SIM : Nano SIM
8.0"" TFT disp
32GB+2GB RAM
OS: Android 9.0
Rear Cam: 8MP
Front Cam: 2MP
Network: WiFi & 4G LTE
Battery: 5100mAh"
gadget ome,"Samsung Galaxy S21 Ultra 128GB (pre owned)
Ugx 1,350,000/=
6 months Warranty
Free glass protector
Deliveries are possible 
0760244338/0742612548
Kisa Kya Maria Mall, William street 
Happy Shopping"
MXM,"Tech I'm using in 2024:

 Google Pixel 6 Pro
 Samsung Galaxy S9
 Custom built PC  
 Lenovo ThinkPad P52
 Lenovo ThinkPad X1 Yoga 1st Gen
 Samsung Galaxy Buds+
 Audio-Technica ATH-M20XBT
 Audio-Technica AT-LP60X

some other stuff too but i cba to think rn"
The Rad.min | Linux Ambassador,"@ 500,000/- Ugx

Samsung Galaxy Tab A 8.0"" (2019) - 32GB+2GB RAM - 5100mAh - 4G LTE

Call: 0752233356, we do delivery countrywide.

Key Specs;

Single SIM : Nano SIM
8.0"" TFT disp
32GB+2GB RAM
OS: Android 9.0
Rear Cam: 8MP
Front Cam: 2MP
Network: WiFi & 4G LTE
Battery: 5100mAh"
