username,tweet_text_element
Forgotten Worlds,"A free t-shirt and $10 off for Final Fantasy VII. Can’t argue with that…

#Sears #FinalFantasy #Playstation #Sony #PSone #JRPG #SquareEnix #RetroGaming #RetroAds"
Oliver Darko,"""...feel free to take a look around."" "
Sam,My real guess for what's happening with #Xbox  is their first party games will release on Xbox/ PC first and then the other platforms will get them sometime later. Kinda like how PlayStation releases their games on PC later.
Hayha Bots,"A free t-shirt and $10 off for Final Fantasy VII. Can’t argue with that…

#Sears #FinalFantasy #Playstation #Sony #PSone #JRPG #SquareEnix #RetroGaming #RetroAds"
Karim Jovian,"""𝘞𝘦𝘭𝘤𝘰𝘮𝘦 𝘣𝘢𝘤𝘬 𝘵𝘰 𝘮𝘺 𝘩𝘶𝘮𝘣𝘭𝘦 𝘢𝘣𝘰𝘥𝘦""

Explore Lara's h̵u̵m̵b̵l̵e̵ giant manor and its grounds when Tomb Raider I-III Remastered leaps onto PS5 and PS4 February 14 "
Japan Hates Xbox,"A free t-shirt and $10 off for Final Fantasy VII. Can’t argue with that…

#Sears #FinalFantasy #Playstation #Sony #PSone #JRPG #SquareEnix #RetroGaming #RetroAds"
BlueKnight V2.0,"We are back for the new 
@PremierSimGL
 Season on PlayStation with 3 drivers in the top tier!

Good luck to all of our drivers in their respective tiers!"
KOFI,"A free t-shirt and $10 off for Final Fantasy VII. Can’t argue with that…

#Sears #FinalFantasy #Playstation #Sony #PSone #JRPG #SquareEnix #RetroGaming #RetroAds"
Canadian Tea,"It's my  year #TwitchAffiliate anniversary!!!  Crazy. I feel like I JUST started streaming sitting close af to my TV with nothing but a PS5 cam.... Feels surreal. I'm playin PSOne random ish today, jump in!

http://Twitch.tv/saaayyduuuuh 

#varietystreamer #retro #playstation"
XCENSION,"We are back for the new 
@PremierSimGL
 Season on PlayStation with 3 drivers in the top tier!

Good luck to all of our drivers in their respective tiers!"
Lirik,My real guess for what's happening with #Xbox  is their first party games will release on Xbox/ PC first and then the other platforms will get them sometime later. Kinda like how PlayStation releases their games on PC later.
PlayStationStudios and Spider-Man,"A free t-shirt and $10 off for Final Fantasy VII. Can’t argue with that…

#Sears #FinalFantasy #Playstation #Sony #PSone #JRPG #SquareEnix #RetroGaming #RetroAds"
Nova Gaming,"""𝘞𝘦𝘭𝘤𝘰𝘮𝘦 𝘣𝘢𝘤𝘬 𝘵𝘰 𝘮𝘺 𝘩𝘶𝘮𝘣𝘭𝘦 𝘢𝘣𝘰𝘥𝘦""

Explore Lara's h̵u̵m̵b̵l̵e̵ giant manor and its grounds when Tomb Raider I-III Remastered leaps onto PS5 and PS4 February 14 "
Chito,"We are back for the new 
@PremierSimGL
 Season on PlayStation with 3 drivers in the top tier!

Good luck to all of our drivers in their respective tiers!"
Sam,"It's my  year #TwitchAffiliate anniversary!!!  Crazy. I feel like I JUST started streaming sitting close af to my TV with nothing but a PS5 cam.... Feels surreal. I'm playin PSOne random ish today, jump in!

http://Twitch.tv/saaayyduuuuh 

#varietystreamer #retro #playstation"
Kaplan,"""...feel free to take a look around."" "
Hylian Hero,My real guess for what's happening with #Xbox  is their first party games will release on Xbox/ PC first and then the other platforms will get them sometime later. Kinda like how PlayStation releases their games on PC later.
cameraman e,My real guess for what's happening with #Xbox  is their first party games will release on Xbox/ PC first and then the other platforms will get them sometime later. Kinda like how PlayStation releases their games on PC later.
Bedtime Companion Mint Live !!!,"""...feel free to take a look around."" "
Team TF10 Esports,"We are back for the new 
@PremierSimGL
 Season on PlayStation with 3 drivers in the top tier!

Good luck to all of our drivers in their respective tiers!"
𝓢𝓽𝔂𝓰𝓲𝓪𝓷 𝓢𝓲𝓼 Trumps,I think the source is playstation but this is it:
2 Old 4 Gaming #PSVita,"We are back for the new 
@PremierSimGL
 Season on PlayStation with 3 drivers in the top tier!

Good luck to all of our drivers in their respective tiers!"
Vokun,I think the source is playstation but this is it:
JohnSnow117,My real guess for what's happening with #Xbox  is their first party games will release on Xbox/ PC first and then the other platforms will get them sometime later. Kinda like how PlayStation releases their games on PC later.
Saaayyduuuuh,"It's my  year #TwitchAffiliate anniversary!!!  Crazy. I feel like I JUST started streaming sitting close af to my TV with nothing but a PS5 cam.... Feels surreal. I'm playin PSOne random ish today, jump in!

http://Twitch.tv/saaayyduuuuh 

#varietystreamer #retro #playstation"
Nate Croft ナサニエル,My real guess for what's happening with #Xbox  is their first party games will release on Xbox/ PC first and then the other platforms will get them sometime later. Kinda like how PlayStation releases their games on PC later.
PlayStation Universe,I think the source is playstation but this is it:
Team TF10 Esports,I think the source is playstation but this is it:
BlueKnight V2.0,I think the source is playstation but this is it:
@Zuby_Tech,"A free t-shirt and $10 off for Final Fantasy VII. Can’t argue with that…

#Sears #FinalFantasy #Playstation #Sony #PSone #JRPG #SquareEnix #RetroGaming #RetroAds"
Christopher Layfield,"""...feel free to take a look around."" "
Gaz,My real guess for what's happening with #Xbox  is their first party games will release on Xbox/ PC first and then the other platforms will get them sometime later. Kinda like how PlayStation releases their games on PC later.
PlayStation Planet,"""...feel free to take a look around."" "
call me baby,"""𝘞𝘦𝘭𝘤𝘰𝘮𝘦 𝘣𝘢𝘤𝘬 𝘵𝘰 𝘮𝘺 𝘩𝘶𝘮𝘣𝘭𝘦 𝘢𝘣𝘰𝘥𝘦""

Explore Lara's h̵u̵m̵b̵l̵e̵ giant manor and its grounds when Tomb Raider I-III Remastered leaps onto PS5 and PS4 February 14 "
LP.,PlayStation players on apex legends that preloaded the new season 20 may be locked out until new update tomorrow. Fingers crossed you didn’t need to finish the battlepass today.
XCENSION,I think the source is playstation but this is it:
LilAstroDemon,PlayStation players on apex legends that preloaded the new season 20 may be locked out until new update tomorrow. Fingers crossed you didn’t need to finish the battlepass today.
Eski Boi,"We are back for the new 
@PremierSimGL
 Season on PlayStation with 3 drivers in the top tier!

Good luck to all of our drivers in their respective tiers!"
Tomb Raider,"""...feel free to take a look around."" "
LilAstroDemon,"A free t-shirt and $10 off for Final Fantasy VII. Can’t argue with that…

#Sears #FinalFantasy #Playstation #Sony #PSone #JRPG #SquareEnix #RetroGaming #RetroAds"
Hylian Hero,"It's my  year #TwitchAffiliate anniversary!!!  Crazy. I feel like I JUST started streaming sitting close af to my TV with nothing but a PS5 cam.... Feels surreal. I'm playin PSOne random ish today, jump in!

http://Twitch.tv/saaayyduuuuh 

#varietystreamer #retro #playstation"
Canadian Tea,My real guess for what's happening with #Xbox  is their first party games will release on Xbox/ PC first and then the other platforms will get them sometime later. Kinda like how PlayStation releases their games on PC later.
Josh Swift,"""...feel free to take a look around."" "
LP.,"A free t-shirt and $10 off for Final Fantasy VII. Can’t argue with that…

#Sears #FinalFantasy #Playstation #Sony #PSone #JRPG #SquareEnix #RetroGaming #RetroAds"
PlayStation,"""𝘞𝘦𝘭𝘤𝘰𝘮𝘦 𝘣𝘢𝘤𝘬 𝘵𝘰 𝘮𝘺 𝘩𝘶𝘮𝘣𝘭𝘦 𝘢𝘣𝘰𝘥𝘦""

Explore Lara's h̵u̵m̵b̵l̵e̵ giant manor and its grounds when Tomb Raider I-III Remastered leaps onto PS5 and PS4 February 14 "
Thordan Smash,PlayStation players on apex legends that preloaded the new season 20 may be locked out until new update tomorrow. Fingers crossed you didn’t need to finish the battlepass today.
