username,tweet_text_element
Priyaa Yadav,"Zomato/swiggy        Their customer
Notifications             care service"
Coral AI News,"Zomato/swiggy        Their customer
Notifications             care service"
KrantHi,"Zomato/swiggy        Their customer
Notifications             care service"
Jaya,Zomato being everything but zomato 
Rick Sanchez,"Zomato/swiggy        Their customer
Notifications             care service"
Jaya,Zomato really knows how to toy with emotions. Bon appetit and happy trolling! 
Naina Batra,Zomato being everything but zomato 
Naina Batra,Zomato really knows how to toy with emotions. Bon appetit and happy trolling! 
Che_ಕೃಷ್ಣ,Zomato being everything but zomato 
Che_ಕೃಷ್ಣ,Zomato really knows how to toy with emotions. Bon appetit and happy trolling! 
Man Aman Singh Chhina,Zomato being everything but zomato 
nups,Zomato being everything but zomato 
geber,Zomato being everything but zomato 
Man Aman Singh Chhina,Zomato really knows how to toy with emotions. Bon appetit and happy trolling! 
nups,Zomato really knows how to toy with emotions. Bon appetit and happy trolling! 
