username,tweet_text_element
Daphi,"Amidst the shortage of petrol and diesel, a video has surfaced from Hyderabad, Telangana. Due to petrol, the food delivery boy left his bike and went out to deliver on horse. 

#TruckDriversProtest #Zomato #AdaniGroup #Hindenburg #Japan"
Azmath Jaffery,"The children of the country also raised slogans of Hindustan Zindabad along with the real hero.

#BSF #IndianArmy #CRPF #JapanAirlines #Zomato #TruckDriversProtest #HitandRunLaw #WhatsApp"
Azmath Jaffery,"Amidst the shortage of petrol and diesel, a video has surfaced from Hyderabad, Telangana. Due to petrol, the food delivery boy left his bike and went out to deliver on horse. 

#TruckDriversProtest #Zomato #AdaniGroup #Hindenburg #Japan"
NDTV,A Zomato delivery man went for the delivery on horse as he couldn’t get the fuel for his vehicle. 
Daphi,"The children of the country also raised slogans of Hindustan Zindabad along with the real hero.

#BSF #IndianArmy #CRPF #JapanAirlines #Zomato #TruckDriversProtest #HitandRunLaw #WhatsApp"
ನಗಲಾರದೆ 𝕏 ಅಳಲಾರದೆ,"The children of the country also raised slogans of Hindustan Zindabad along with the real hero.

#BSF #IndianArmy #CRPF #JapanAirlines #Zomato #TruckDriversProtest #HitandRunLaw #WhatsApp"
ನಗಲಾರದೆ 𝕏 ಅಳಲಾರದೆ,"Amidst the shortage of petrol and diesel, a video has surfaced from Hyderabad, Telangana. Due to petrol, the food delivery boy left his bike and went out to deliver on horse. 

#TruckDriversProtest #Zomato #AdaniGroup #Hindenburg #Japan"
Ravinder Kapur.,"Amidst the shortage of petrol and diesel, a video has surfaced from Hyderabad, Telangana. Due to petrol, the food delivery boy left his bike and went out to deliver on horse. 

#TruckDriversProtest #Zomato #AdaniGroup #Hindenburg #Japan"
Shantanu,A Zomato delivery man went for the delivery on horse as he couldn’t get the fuel for his vehicle. 
Ravinder Kapur.,"The children of the country also raised slogans of Hindustan Zindabad along with the real hero.

#BSF #IndianArmy #CRPF #JapanAirlines #Zomato #TruckDriversProtest #HitandRunLaw #WhatsApp"
Dr. Ajayita,A Zomato delivery man went for the delivery on horse as he couldn’t get the fuel for his vehicle. 
Jhinguraunty,"The children of the country also raised slogans of Hindustan Zindabad along with the real hero.

#BSF #IndianArmy #CRPF #JapanAirlines #Zomato #TruckDriversProtest #HitandRunLaw #WhatsApp"
