username,tweet_text_element
Robert Lyngdoh,"When you are nearing your century and the ball goes wide

#RatanTata #DelhiFog #Zomato #Vijayakanth #Dhoom4"
Anmol Sharma,"When you are nearing your century and the ball goes wide

#RatanTata #DelhiFog #Zomato #Vijayakanth #Dhoom4"
Anmol Sharma,"#IndianArmy       #BSF        #CRPF

 When it comes to the dignity and pride of the country, even #Tsunami cannot stop the brave Soldiers of the country.

#RatanTata     #BusAccident   #INDvsSA

 Feeling Proud to be Indian 

#Zomato        #RIPCaptain       #AUSvsPAK"
S U B H A N K A R 𓀠,"Hello Delhi folks, BONOMI cold coffee now available at all Burgerama outlets on Swiggy and Zomato. :)"
Farisaa Ahmed,"When you are nearing your century and the ball goes wide

#RatanTata #DelhiFog #Zomato #Vijayakanth #Dhoom4"
Aniket Sakhare,"#IndianArmy       #BSF        #CRPF

 When it comes to the dignity and pride of the country, even #Tsunami cannot stop the brave Soldiers of the country.

#RatanTata     #BusAccident   #INDvsSA

 Feeling Proud to be Indian 

#Zomato        #RIPCaptain       #AUSvsPAK"
Aniket Sakhare,"When you are nearing your century and the ball goes wide

#RatanTata #DelhiFog #Zomato #Vijayakanth #Dhoom4"
Farisaa Ahmed,"#IndianArmy       #BSF        #CRPF

 When it comes to the dignity and pride of the country, even #Tsunami cannot stop the brave Soldiers of the country.

#RatanTata     #BusAccident   #INDvsSA

 Feeling Proud to be Indian 

#Zomato        #RIPCaptain       #AUSvsPAK"
Satheesh Kumar,"When you are nearing your century and the ball goes wide

#RatanTata #DelhiFog #Zomato #Vijayakanth #Dhoom4"
Vardhman Jain,"Hello Delhi folks, BONOMI cold coffee now available at all Burgerama outlets on Swiggy and Zomato. :)"
MrsMohini,"When you are nearing your century and the ball goes wide

#RatanTata #DelhiFog #Zomato #Vijayakanth #Dhoom4"
