username,tweet_text_element
zee,"The only one makes me feel happy every day 
@zomato"
zee,"If Zomato thinks that enabling AR to push their sales is going to help then they’re goddamn right 

About to eat this chicken burger from Good Flippin Burgers
They say it’s 524 cal but I know it’s going to be 700-800 & I have the budget for it"
FittrwithKJ,"The only one makes me feel happy every day 
@zomato"
FittrwithKJ,"If Zomato thinks that enabling AR to push their sales is going to help then they’re goddamn right 

About to eat this chicken burger from Good Flippin Burgers
They say it’s 524 cal but I know it’s going to be 700-800 & I have the budget for it"
Prashant | ಪ್ರಶಾಂತ್,I really want to meet this person who makes Zomato notifications
Akshita Dadhich,"The only one makes me feel happy every day 
@zomato"
Harsh Dabas,"The only one makes me feel happy every day 
@zomato"
Saurabh,"If Zomato thinks that enabling AR to push their sales is going to help then they’re goddamn right 

About to eat this chicken burger from Good Flippin Burgers
They say it’s 524 cal but I know it’s going to be 700-800 & I have the budget for it"
Saurabh,"The only one makes me feel happy every day 
@zomato"
Jane,I really want to meet this person who makes Zomato notifications
Radhika Bajaj,I really want to meet this person who makes Zomato notifications
Harsh Dabas,"If Zomato thinks that enabling AR to push their sales is going to help then they’re goddamn right 

About to eat this chicken burger from Good Flippin Burgers
They say it’s 524 cal but I know it’s going to be 700-800 & I have the budget for it"
Abhas Halakhandi,I really want to meet this person who makes Zomato notifications
Sivram Shastri | HYD DAO,"The only one makes me feel happy every day 
@zomato"
Sivram Shastri | HYD DAO,"If Zomato thinks that enabling AR to push their sales is going to help then they’re goddamn right 

About to eat this chicken burger from Good Flippin Burgers
They say it’s 524 cal but I know it’s going to be 700-800 & I have the budget for it"
