username,tweet_text_element
Raoul_Duke420,ngl u r probably DUNZO 
Team Sussex,"Nope, but nice try. I watched this live and they’ve cut out the bit just before this, where Harry signalled his brother to get KKKhate out of the way. Harry was DUNZO "
amy .,ngl u r probably DUNZO 
Not Me,ngl u r probably DUNZO 
Premium,ngl u r probably DUNZO 
Q soft,ngl u r probably DUNZO 
Jarrod,"Nope, but nice try. I watched this live and they’ve cut out the bit just before this, where Harry signalled his brother to get KKKhate out of the way. Harry was DUNZO "
Sangeetha@14312,ngl u r probably DUNZO 
the deeps state,ngl u r probably DUNZO 
LeftwardSwing,"Dearborn, Michigan is the largest Muslim population in America. These are voters Biden needs if he's to win Michigan but they're fed up & dunzo, refuse to meet with him. 

https://commondreams.org/news/gaza-michigan?share_id=8071140&utm_campaign=RebelMouse&utm_content=Common+Dreams&utm_medium=social&utm_source=twitter…"
Gogo Kumar,ngl u r probably DUNZO 
christie kanani,"Nope, but nice try. I watched this live and they’ve cut out the bit just before this, where Harry signalled his brother to get KKKhate out of the way. Harry was DUNZO "
Chris P. Rice,ngl u r probably DUNZO 
#SINGLE3MAXLIFE,ngl u r probably DUNZO 
CustomersAI,ngl u r probably DUNZO 
DailyObjects,"Nope, but nice try. I watched this live and they’ve cut out the bit just before this, where Harry signalled his brother to get KKKhate out of the way. Harry was DUNZO "
Crucis Signum△◯ⓧ□,"Dearborn, Michigan is the largest Muslim population in America. These are voters Biden needs if he's to win Michigan but they're fed up & dunzo, refuse to meet with him. 

https://commondreams.org/news/gaza-michigan?share_id=8071140&utm_campaign=RebelMouse&utm_content=Common+Dreams&utm_medium=social&utm_source=twitter…"
Mike Palmer,"Nope, but nice try. I watched this live and they’ve cut out the bit just before this, where Harry signalled his brother to get KKKhate out of the way. Harry was DUNZO "
