username,tweet_text_element
paneertikka | hbd varshitha,That's how I wait for my zomato orders 
Tilak Gaurang Shah,"Presenting the Zomato Live After Hours Stage Program at Goa Sunsplash, 2024. Catch some of the biggest international and Indian acts on this indoor stage packed with heavy bass lines!

 13th-14th January, 10 PM onwards.
antiSOCIAL Goa

Calling all Massive and Crew!"
Sneha S,"Presenting the Zomato Live After Hours Stage Program at Goa Sunsplash, 2024. Catch some of the biggest international and Indian acts on this indoor stage packed with heavy bass lines!

 13th-14th January, 10 PM onwards.
antiSOCIAL Goa

Calling all Massive and Crew!"
Goa Sunsplash,"Presenting the Zomato Live After Hours Stage Program at Goa Sunsplash, 2024. Catch some of the biggest international and Indian acts on this indoor stage packed with heavy bass lines!

 13th-14th January, 10 PM onwards.
antiSOCIAL Goa

Calling all Massive and Crew!"
Aryan,"Order I'd -5485182276
Recieved extremely cold food 
Watch the response of delivery guy 
Got this cold food due to irresponsibility of Zomato and delivery guy
@zomato
 @zomatocare"
Premium,That's how I wait for my zomato orders 
Aryan,"Presenting the Zomato Live After Hours Stage Program at Goa Sunsplash, 2024. Catch some of the biggest international and Indian acts on this indoor stage packed with heavy bass lines!

 13th-14th January, 10 PM onwards.
antiSOCIAL Goa

Calling all Massive and Crew!"
Ganesh Anandanarayanan,"Order I'd -5485182276
Recieved extremely cold food 
Watch the response of delivery guy 
Got this cold food due to irresponsibility of Zomato and delivery guy
@zomato
 @zomatocare"
Sneha S,"Order I'd -5485182276
Recieved extremely cold food 
Watch the response of delivery guy 
Got this cold food due to irresponsibility of Zomato and delivery guy
@zomato
 @zomatocare"
Tilak Gaurang Shah,"Order I'd -5485182276
Recieved extremely cold food 
Watch the response of delivery guy 
Got this cold food due to irresponsibility of Zomato and delivery guy
@zomato
 @zomatocare"
Prachiiiiiシ︎,That's how I wait for my zomato orders 
Ganesh Anandanarayanan,"Presenting the Zomato Live After Hours Stage Program at Goa Sunsplash, 2024. Catch some of the biggest international and Indian acts on this indoor stage packed with heavy bass lines!

 13th-14th January, 10 PM onwards.
antiSOCIAL Goa

Calling all Massive and Crew!"
