username,tweet_text_element
Tushar Mehta,"Zomato in 2017: 

• FLAT 50% off 
• ""Oh you got an extra pizza"" - We'll refund the amount
• Pay for food

Zomato in 2024:

• 10% off up to ₹10
• ""Oh you got an extra lizard"" - Sorry for the inconvenience
• Pay for food, delivery, packaging, platform charges, & more"
Sanket Shah,Me comparing the same food's price on zomato and swiggy before placing an order.
Bigul," Market Movers Alert!  Check out the Top 5 Gainers   and Losers  of the Week!   

#bigul #bigultrading #Topgainers #TopLosers #AdaniPorts #Adaniensol #ATGL #Zomato #Godrejcp #Eichermot #JSWSteel #ShreeCem #LTIM #DMart #MarketWatch #Stocks"
Premium,Me comparing the same food's price on zomato and swiggy before placing an order.
Meenakshi Tiwari,"Zomato in 2017: 

• FLAT 50% off 
• ""Oh you got an extra pizza"" - We'll refund the amount
• Pay for food

Zomato in 2024:

• 10% off up to ₹10
• ""Oh you got an extra lizard"" - Sorry for the inconvenience
• Pay for food, delivery, packaging, platform charges, & more"
Sakshi Jain • Content Strategist,Me comparing the same food's price on zomato and swiggy before placing an order.
spselva,"Zomato in 2017: 

• FLAT 50% off 
• ""Oh you got an extra pizza"" - We'll refund the amount
• Pay for food

Zomato in 2024:

• 10% off up to ₹10
• ""Oh you got an extra lizard"" - Sorry for the inconvenience
• Pay for food, delivery, packaging, platform charges, & more"
Megha Mishra,"Zomato in 2017: 

• FLAT 50% off 
• ""Oh you got an extra pizza"" - We'll refund the amount
• Pay for food

Zomato in 2024:

• 10% off up to ₹10
• ""Oh you got an extra lizard"" - Sorry for the inconvenience
• Pay for food, delivery, packaging, platform charges, & more"
Tushar Mehta," Market Movers Alert!  Check out the Top 5 Gainers   and Losers  of the Week!   

#bigul #bigultrading #Topgainers #TopLosers #AdaniPorts #Adaniensol #ATGL #Zomato #Godrejcp #Eichermot #JSWSteel #ShreeCem #LTIM #DMart #MarketWatch #Stocks"
Abhishek,Me comparing the same food's price on zomato and swiggy before placing an order.
mohak,Me comparing the same food's price on zomato and swiggy before placing an order.
Meenakshi Tiwari," Market Movers Alert!  Check out the Top 5 Gainers   and Losers  of the Week!   

#bigul #bigultrading #Topgainers #TopLosers #AdaniPorts #Adaniensol #ATGL #Zomato #Godrejcp #Eichermot #JSWSteel #ShreeCem #LTIM #DMart #MarketWatch #Stocks"
spselva," Market Movers Alert!  Check out the Top 5 Gainers   and Losers  of the Week!   

#bigul #bigultrading #Topgainers #TopLosers #AdaniPorts #Adaniensol #ATGL #Zomato #Godrejcp #Eichermot #JSWSteel #ShreeCem #LTIM #DMart #MarketWatch #Stocks"
Megha Mishra," Market Movers Alert!  Check out the Top 5 Gainers   and Losers  of the Week!   

#bigul #bigultrading #Topgainers #TopLosers #AdaniPorts #Adaniensol #ATGL #Zomato #Godrejcp #Eichermot #JSWSteel #ShreeCem #LTIM #DMart #MarketWatch #Stocks"
