username,tweet_text_element
Vote for,"Completed the first ever book of my life. Kudos to 
@zomato
 @deepigoyal
 "
Troll Factory )),"Completed the first ever book of my life. Kudos to 
@zomato
 @deepigoyal
 "
Troll Factory )),"Salary gets credited:

Zomato, Swiggy, Amazon, Myntra, Netflix notification"
Deepak chahar,Me ordering food on Zomato/Swiggy
Vote for,"Salary gets credited:

Zomato, Swiggy, Amazon, Myntra, Netflix notification"
Devesh Raj (mealobox.in),"Completed the first ever book of my life. Kudos to 
@zomato
 @deepigoyal
 "
Devesh Raj (mealobox.in),"Salary gets credited:

Zomato, Swiggy, Amazon, Myntra, Netflix notification"
Trends Tamannaah FC™,"Completed the first ever book of my life. Kudos to 
@zomato
 @deepigoyal
 "
Ankit Anand,"Completed the first ever book of my life. Kudos to 
@zomato
 @deepigoyal
 "
shhhh!!!,Me ordering food on Zomato/Swiggy
Trends Tamannaah FC™,"Salary gets credited:

Zomato, Swiggy, Amazon, Myntra, Netflix notification"
Chesta Gupta,Me ordering food on Zomato/Swiggy
