username,tweet_text_element
Kajol Srinivasan,"5 Stocks W/ VOLUME BASE BUYING (MONTHLY) - RETWEET/FOLLOW

#ZEEL #SAIL #ZOMATO #IDEA #RPOWER

#stocks #StockMarket #StockMarketindia #nse #nifty50 #StocksToBuy #StocksInFocus #Trending #TrendingNow #investing #TATACONSUM #TATAMOTORS #BAJAJAUTO #ADANIENT"
𝙎𝙖𝙩𝙞𝙨𝙝 𝙎𝙝𝙖𝙧𝙢𝙖,"Whether mutual funds newfound affection for Zomato is a case of mere FOMO or the next big catch is something only time will tell. 
#pinnaclefintech #zomato  #mutualfunds #stocktowatch 

Note: Mutual funds scheme data till Oct 31, 23
Monthly closing price of stock up to Oct 31 23"
Arnesh Pal,Zomato gets Rs 402 crore unpaid GST notice on delivery charges that's been collected from customers 
Finvesting Journey,"5 Stocks W/ VOLUME BASE BUYING (MONTHLY) - RETWEET/FOLLOW

#ZEEL #SAIL #ZOMATO #IDEA #RPOWER

#stocks #StockMarket #StockMarketindia #nse #nifty50 #StocksToBuy #StocksInFocus #Trending #TrendingNow #investing #TATACONSUM #TATAMOTORS #BAJAJAUTO #ADANIENT"
Anaamika,"zomato loves me 
@zomato
  when are you getting me free food "
Aneetta,"5 Stocks W/ VOLUME BASE BUYING (MONTHLY) - RETWEET/FOLLOW

#ZEEL #SAIL #ZOMATO #IDEA #RPOWER

#stocks #StockMarket #StockMarketindia #nse #nifty50 #StocksToBuy #StocksInFocus #Trending #TrendingNow #investing #TATACONSUM #TATAMOTORS #BAJAJAUTO #ADANIENT"
swetha,"zomato loves me 
@zomato
  when are you getting me free food "
CA Bimal Jain,"zomato loves me 
@zomato
  when are you getting me free food "
ʟ ᴜ ᴠ,"Whether mutual funds newfound affection for Zomato is a case of mere FOMO or the next big catch is something only time will tell. 
#pinnaclefintech #zomato  #mutualfunds #stocktowatch 

Note: Mutual funds scheme data till Oct 31, 23
Monthly closing price of stock up to Oct 31 23"
malak.,"5 Stocks W/ VOLUME BASE BUYING (MONTHLY) - RETWEET/FOLLOW

#ZEEL #SAIL #ZOMATO #IDEA #RPOWER

#stocks #StockMarket #StockMarketindia #nse #nifty50 #StocksToBuy #StocksInFocus #Trending #TrendingNow #investing #TATACONSUM #TATAMOTORS #BAJAJAUTO #ADANIENT"
Dr. Sandeep Verma,"Whether mutual funds newfound affection for Zomato is a case of mere FOMO or the next big catch is something only time will tell. 
#pinnaclefintech #zomato  #mutualfunds #stocktowatch 

Note: Mutual funds scheme data till Oct 31, 23
Monthly closing price of stock up to Oct 31 23"
Baibhav Mishra,"JP Morgan

Zomato
GST demand of Rs4bn could drive one-time hit, can be passed to customers

Price Target :Rs150"
Uttkarsh Singh,"zomato loves me 
@zomato
  when are you getting me free food "
Sanket Gunge,"zomato loves me 
@zomato
  when are you getting me free food "
ET NOW,"JP Morgan

Zomato
GST demand of Rs4bn could drive one-time hit, can be passed to customers

Price Target :Rs150"
Dr. Umar Khan,Zomato gets Rs 402 crore unpaid GST notice on delivery charges that's been collected from customers 
swetha,"5 Stocks W/ VOLUME BASE BUYING (MONTHLY) - RETWEET/FOLLOW

#ZEEL #SAIL #ZOMATO #IDEA #RPOWER

#stocks #StockMarket #StockMarketindia #nse #nifty50 #StocksToBuy #StocksInFocus #Trending #TrendingNow #investing #TATACONSUM #TATAMOTORS #BAJAJAUTO #ADANIENT"
Tamill Chella,"JP Morgan

Zomato
GST demand of Rs4bn could drive one-time hit, can be passed to customers

Price Target :Rs150"
md sultan,"JP Morgan

Zomato
GST demand of Rs4bn could drive one-time hit, can be passed to customers

Price Target :Rs150"
Pinnacle Fintech,"JP Morgan

Zomato
GST demand of Rs4bn could drive one-time hit, can be passed to customers

Price Target :Rs150"
Kotak Securities Ltd,"Do you know how much Zomato earns from its food delivery and delivery income? Take a look. Do you expect it to go up from here?

Disc: https://bit.ly/DisclaimerKSLResearch…

#KotakSecurities #CompanyCloseup #FoodDelivery #Zomato #StockMarkets"
Uttkarsh Singh,"5 Stocks W/ VOLUME BASE BUYING (MONTHLY) - RETWEET/FOLLOW

#ZEEL #SAIL #ZOMATO #IDEA #RPOWER

#stocks #StockMarket #StockMarketindia #nse #nifty50 #StocksToBuy #StocksInFocus #Trending #TrendingNow #investing #TATACONSUM #TATAMOTORS #BAJAJAUTO #ADANIENT"
Akshar | اكشار,"JP Morgan

Zomato
GST demand of Rs4bn could drive one-time hit, can be passed to customers

Price Target :Rs150"
Gentle Giant,"zomato loves me 
@zomato
  when are you getting me free food "
var ☾,"Whether mutual funds newfound affection for Zomato is a case of mere FOMO or the next big catch is something only time will tell. 
#pinnaclefintech #zomato  #mutualfunds #stocktowatch 

Note: Mutual funds scheme data till Oct 31, 23
Monthly closing price of stock up to Oct 31 23"
PRANAV,"zomato loves me 
@zomato
  when are you getting me free food "
Mukul Sharma,Zomato gets Rs 402 crore unpaid GST notice on delivery charges that's been collected from customers 
Saniya Shaikh,"Do you know how much Zomato earns from its food delivery and delivery income? Take a look. Do you expect it to go up from here?

Disc: https://bit.ly/DisclaimerKSLResearch…

#KotakSecurities #CompanyCloseup #FoodDelivery #Zomato #StockMarkets"
Sir_Ban_Wick,"Whether mutual funds newfound affection for Zomato is a case of mere FOMO or the next big catch is something only time will tell. 
#pinnaclefintech #zomato  #mutualfunds #stocktowatch 

Note: Mutual funds scheme data till Oct 31, 23
Monthly closing price of stock up to Oct 31 23"
unnati,"Do you know how much Zomato earns from its food delivery and delivery income? Take a look. Do you expect it to go up from here?

Disc: https://bit.ly/DisclaimerKSLResearch…

#KotakSecurities #CompanyCloseup #FoodDelivery #Zomato #StockMarkets"
Hitesh Paryani,"Do you know how much Zomato earns from its food delivery and delivery income? Take a look. Do you expect it to go up from here?

Disc: https://bit.ly/DisclaimerKSLResearch…

#KotakSecurities #CompanyCloseup #FoodDelivery #Zomato #StockMarkets"
Jatin Sapra,"Do you know how much Zomato earns from its food delivery and delivery income? Take a look. Do you expect it to go up from here?

Disc: https://bit.ly/DisclaimerKSLResearch…

#KotakSecurities #CompanyCloseup #FoodDelivery #Zomato #StockMarkets"
Jaspreet.Designs,"zomato loves me 
@zomato
  when are you getting me free food "
Tamill Chella,"Whether mutual funds newfound affection for Zomato is a case of mere FOMO or the next big catch is something only time will tell. 
#pinnaclefintech #zomato  #mutualfunds #stocktowatch 

Note: Mutual funds scheme data till Oct 31, 23
Monthly closing price of stock up to Oct 31 23"
Kajol Srinivasan,"zomato loves me 
@zomato
  when are you getting me free food "
Pinnacle Fintech,"Whether mutual funds newfound affection for Zomato is a case of mere FOMO or the next big catch is something only time will tell. 
#pinnaclefintech #zomato  #mutualfunds #stocktowatch 

Note: Mutual funds scheme data till Oct 31, 23
Monthly closing price of stock up to Oct 31 23"
Joydeep Phukan,"zomato loves me 
@zomato
  when are you getting me free food "
md sultan,"Whether mutual funds newfound affection for Zomato is a case of mere FOMO or the next big catch is something only time will tell. 
#pinnaclefintech #zomato  #mutualfunds #stocktowatch 

Note: Mutual funds scheme data till Oct 31, 23
Monthly closing price of stock up to Oct 31 23"
Nupur Jainkunia,"JP Morgan

Zomato
GST demand of Rs4bn could drive one-time hit, can be passed to customers

Price Target :Rs150"
Jaspreet.Designs,"5 Stocks W/ VOLUME BASE BUYING (MONTHLY) - RETWEET/FOLLOW

#ZEEL #SAIL #ZOMATO #IDEA #RPOWER

#stocks #StockMarket #StockMarketindia #nse #nifty50 #StocksToBuy #StocksInFocus #Trending #TrendingNow #investing #TATACONSUM #TATAMOTORS #BAJAJAUTO #ADANIENT"
malak.,"zomato loves me 
@zomato
  when are you getting me free food "
