username,tweet_text_element
Hindustan Times,"#DeepinderGoyal, co-founder and CEO of the online food delivery firm, Zomato has bought a plot in #Delhi’s Mehrauli area for ₹50 crore.

As per the documents, Goyal has paid a stamp duty of ₹3.50 crore on the deal.

More details here: https://hindustantimes.com/real-estate/zomatos-deepinder-goyal-buys-land-in-delhi-s-mehrauli-for-rs-50-crore-101706873066763.html…"
Bhavik Mehta,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
Amrut nevarekar,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
Sagar Paleja,"New Amex Plat Charge users, check your emails for Zomato gold! 

 Just received a 1-year Zomato Gold membership with my Plat Charge!  

That's second redemption with Amex – previously it was redeemed with Amex Gold in Dec for 3 months. 

Zomato Gold sorted till next…"
Katherine Pierce,"New Amex Plat Charge users, check your emails for Zomato gold! 

 Just received a 1-year Zomato Gold membership with my Plat Charge!  

That's second redemption with Amex – previously it was redeemed with Amex Gold in Dec for 3 months. 

Zomato Gold sorted till next…"
VK!,"#DeepinderGoyal, co-founder and CEO of the online food delivery firm, Zomato has bought a plot in #Delhi’s Mehrauli area for ₹50 crore.

As per the documents, Goyal has paid a stamp duty of ₹3.50 crore on the deal.

More details here: https://hindustantimes.com/real-estate/zomatos-deepinder-goyal-buys-land-in-delhi-s-mehrauli-for-rs-50-crore-101706873066763.html…"
Purvansh,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
bhavit sharma,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
Professor,"New Amex Plat Charge users, check your emails for Zomato gold! 

 Just received a 1-year Zomato Gold membership with my Plat Charge!  

That's second redemption with Amex – previously it was redeemed with Amex Gold in Dec for 3 months. 

Zomato Gold sorted till next…"
Trading with Fun,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
Dheeraj Lalwani,"New Amex Plat Charge users, check your emails for Zomato gold! 

 Just received a 1-year Zomato Gold membership with my Plat Charge!  

That's second redemption with Amex – previously it was redeemed with Amex Gold in Dec for 3 months. 

Zomato Gold sorted till next…"
Gaurav,"New Amex Plat Charge users, check your emails for Zomato gold! 

 Just received a 1-year Zomato Gold membership with my Plat Charge!  

That's second redemption with Amex – previously it was redeemed with Amex Gold in Dec for 3 months. 

Zomato Gold sorted till next…"
Value Research,"New Amex Plat Charge users, check your emails for Zomato gold! 

 Just received a 1-year Zomato Gold membership with my Plat Charge!  

That's second redemption with Amex – previously it was redeemed with Amex Gold in Dec for 3 months. 

Zomato Gold sorted till next…"
biryani by kilo,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
Amith Sai,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
Arsh,"#DeepinderGoyal, co-founder and CEO of the online food delivery firm, Zomato has bought a plot in #Delhi’s Mehrauli area for ₹50 crore.

As per the documents, Goyal has paid a stamp duty of ₹3.50 crore on the deal.

More details here: https://hindustantimes.com/real-estate/zomatos-deepinder-goyal-buys-land-in-delhi-s-mehrauli-for-rs-50-crore-101706873066763.html…"
zomato,"Indians really have a scarcity mindset. Seen so many people cheering PayTM’s current RBI crisis with the smug “I told you so” vibes.

These are the same people who also cheered when Edtech faced issues or GST hit the gaming industry or when Zomato shares tanked

We as a society…"
शिवांक गौतम,"#DeepinderGoyal, co-founder and CEO of the online food delivery firm, Zomato has bought a plot in #Delhi’s Mehrauli area for ₹50 crore.

As per the documents, Goyal has paid a stamp duty of ₹3.50 crore on the deal.

More details here: https://hindustantimes.com/real-estate/zomatos-deepinder-goyal-buys-land-in-delhi-s-mehrauli-for-rs-50-crore-101706873066763.html…"
“Riseyourself” RL Narayanan,"New Amex Plat Charge users, check your emails for Zomato gold! 

 Just received a 1-year Zomato Gold membership with my Plat Charge!  

That's second redemption with Amex – previously it was redeemed with Amex Gold in Dec for 3 months. 

Zomato Gold sorted till next…"
Hindustan Times,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
Hindustan Times,#Zomato’s #DeepinderGoyal buys land in Delhi’s Mehrauli for ₹50 crore
Pratham Krishna,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
TIMES NOW,"#DeepinderGoyal, co-founder and CEO of the online food delivery firm, Zomato has bought a plot in #Delhi’s Mehrauli area for ₹50 crore.

As per the documents, Goyal has paid a stamp duty of ₹3.50 crore on the deal.

More details here: https://hindustantimes.com/real-estate/zomatos-deepinder-goyal-buys-land-in-delhi-s-mehrauli-for-rs-50-crore-101706873066763.html…"
VK!,#Zomato’s #DeepinderGoyal buys land in Delhi’s Mehrauli for ₹50 crore
Jane,"Indians really have a scarcity mindset. Seen so many people cheering PayTM’s current RBI crisis with the smug “I told you so” vibes.

These are the same people who also cheered when Edtech faced issues or GST hit the gaming industry or when Zomato shares tanked

We as a society…"
Arindam Paul,"Indians really have a scarcity mindset. Seen so many people cheering PayTM’s current RBI crisis with the smug “I told you so” vibes.

These are the same people who also cheered when Edtech faced issues or GST hit the gaming industry or when Zomato shares tanked

We as a society…"
rohan — e/acc,"New Amex Plat Charge users, check your emails for Zomato gold! 

 Just received a 1-year Zomato Gold membership with my Plat Charge!  

That's second redemption with Amex – previously it was redeemed with Amex Gold in Dec for 3 months. 

Zomato Gold sorted till next…"
Ankana Majee,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
Ranjith,"You may start with a Soup, but the end should always be with a Dumdaar Biryani!

Order on http://web.biryanibykilo.com | BBK App | Call on 1800-212-2-212 | Zomato | Swiggy

#BiryaniByKilo #KillerSoup #DumdaarBiryani #Dumdaar #MainCourse #BBKDelights #trending"
Arsh,#Zomato’s #DeepinderGoyal buys land in Delhi’s Mehrauli for ₹50 crore
शिवांक गौतम,#Zomato’s #DeepinderGoyal buys land in Delhi’s Mehrauli for ₹50 crore
