username,tweet_text_element
𝑻𝒆𝒂𝒎 𝑻𝑰𝑱𝑶𝑹𝑰 (associated -Baiju & Bayer),"#Zomato #LargeTrade | 9.35 cr shares worth ₹1,127.5 cr change hands at ₹120.5/sh in block deal window"
Anirban,"#Zomato #LargeTrade | 9.35 cr shares worth ₹1,127.5 cr change hands at ₹120.5/sh in block deal window"
Anirban,"CNBC-TV18 Newsbreak confirmed, SoftBank affiliate sells 9.36 crore shares in #Zomato"
Chetna Parmar," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
strawberry soda,"#Zomato #LargeTrade | 9.35 cr shares worth ₹1,127.5 cr change hands at ₹120.5/sh in block deal window"
captainclaw93," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
Jaishri," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
CNBC-TV18,"@zomato
 chava chava "
Maru,"@zomato
 chava chava "
Arvind Datta,"Soft Bank likely to sell Zomato stake.
TPG, Matrix Partners and Peak XV likely to sell stake in Five Star Business Finance.
Great Terrain exited CAMS a few days ago.

This is called ""Make Hay while the Sun Shines""."
Sharad Dubey,"@zomato
 chava chava "
CNBC-TV18,"#Zomato #LargeTrade | 9.35 cr shares worth ₹1,127.5 cr change hands at ₹120.5/sh in block deal window"
Jay patel,"#Zomato #LargeTrade | 9.35 cr shares worth ₹1,127.5 cr change hands at ₹120.5/sh in block deal window"
Mangalam Maloo," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
kunal kohli," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
V.,"Soft Bank likely to sell Zomato stake.
TPG, Matrix Partners and Peak XV likely to sell stake in Five Star Business Finance.
Great Terrain exited CAMS a few days ago.

This is called ""Make Hay while the Sun Shines""."
CNBC-TV18,"CNBC-TV18 Newsbreak confirmed, SoftBank affiliate sells 9.36 crore shares in #Zomato"
," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
Tejasvi Surya (ಮೋದಿಯ ಪರಿವಾರ),"Soft Bank likely to sell Zomato stake.
TPG, Matrix Partners and Peak XV likely to sell stake in Five Star Business Finance.
Great Terrain exited CAMS a few days ago.

This is called ""Make Hay while the Sun Shines""."
Curious Stock News," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
AoI Ventures,"#Zomato #LargeTrade | 9.35 cr shares worth ₹1,127.5 cr change hands at ₹120.5/sh in block deal window"
Goddess Dia,"#Zomato #LargeTrade | 9.35 cr shares worth ₹1,127.5 cr change hands at ₹120.5/sh in block deal window"
AoI Ventures,"CNBC-TV18 Newsbreak confirmed, SoftBank affiliate sells 9.36 crore shares in #Zomato"
Pankaj Ladha," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
Wes Schwalje," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
Espresso Drive," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
"Akshay Shah - Founder CEO, iWebTechno | GenZDealZ","@zomato
 chava chava "
ET NOW,"#Zomato #LargeTrade | 9.35 cr shares worth ₹1,127.5 cr change hands at ₹120.5/sh in block deal window"
કૃષ્ણાર્પણ," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
Marsa Mahar,"#Zomato #LargeTrade | 9.35 cr shares worth ₹1,127.5 cr change hands at ₹120.5/sh in block deal window"
deepanshi," Stock to Watch Today

Zomato
SpiceJet
Maruti Suzuki
IDFC First Bank

Are you holding any stock ?"
Marsa Mahar,"CNBC-TV18 Newsbreak confirmed, SoftBank affiliate sells 9.36 crore shares in #Zomato"
Baskin Robbins India,"@zomato
 chava chava "
